請求コード,品名,分類
622338901,バルサルタンＯＤ錠２０ｍｇ「トーワ」,ht
622339001,バルサルタンＯＤ錠４０ｍｇ「トーワ」,ht
622339101,バルサルタンＯＤ錠８０ｍｇ「トーワ」,ht
622339201,バルサルタン錠１６０ｍｇ「トーワ」,ht
622339401,ロサルヒド配合錠ＬＤ「トーワ」,ht
622340402,バルサルタン錠２０ｍｇ「Ｍｅ」,ht
622340502,バルサルタン錠４０ｍｇ「Ｍｅ」,ht
622340602,バルサルタン錠８０ｍｇ「Ｍｅ」,ht
622340702,バルサルタン錠１６０ｍｇ「Ｍｅ」,ht
622340801,ロサルヒド配合錠ＬＤ「明治」,ht
622341001,バルサルタン錠２０ｍｇ「ＺＥ」,ht
622341101,バルサルタン錠４０ｍｇ「ＺＥ」,ht
622341201,バルサルタン錠８０ｍｇ「ＺＥ」,ht
622341301,バルサルタン錠１６０ｍｇ「ＺＥ」,ht
622341401,アジルバ錠１０ｍｇ,ht
622341701,ザクラス配合錠ＨＤ,ht
622341801,ザクラス配合錠ＬＤ,ht
622342101,バルサルタン錠２０ｍｇ「テバ」,ht
622342201,バルサルタン錠４０ｍｇ「テバ」,ht
622342301,バルサルタン錠８０ｍｇ「テバ」,ht
622342401,バルサルタン錠１６０ｍｇ「テバ」,ht
622342501,ロサルヒド配合錠ＬＤ「テバ」,ht
622343001,アテディオ配合錠,ht
622343101,バルサルタン錠２０ｍｇ「日新」,ht
622343201,バルサルタン錠４０ｍｇ「日新」,ht
622343301,バルサルタン錠８０ｍｇ「日新」,ht
622343401,バルサルタン錠１６０ｍｇ「日新」,ht
622343501,ロサルヒド配合錠ＬＤ「日新」,ht
622343601,バルサルタン錠２０ｍｇ「ファイザー」,ht
622343701,バルサルタン錠４０ｍｇ「ファイザー」,ht
622343801,バルサルタン錠８０ｍｇ「ファイザー」,ht
622343901,バルサルタン錠１６０ｍｇ「ファイザー」,ht
622344401,ロサルヒド配合錠ＬＤ「ファイザー」,ht
622345701,バルサルタン錠２０ｍｇ「杏林」,ht
622345801,バルサルタン錠４０ｍｇ「杏林」,ht
622345901,バルサルタン錠８０ｍｇ「杏林」,ht
622346001,バルサルタン錠１６０ｍｇ「杏林」,ht
622346101,ロサルヒド配合錠ＬＤ「杏林」,ht
622346401,バルサルタン錠２０ｍｇ「ＦＦＰ」,ht
622346501,バルサルタン錠４０ｍｇ「ＦＦＰ」,ht
622346601,バルサルタン錠８０ｍｇ「ＦＦＰ」,ht
622346701,バルサルタン錠１６０ｍｇ「ＦＦＰ」,ht
622346801,ロサルヒド配合錠ＬＤ「ＦＦＰ」,ht
622347301,ロサルヒド配合錠ＬＤ「モチダ」,ht
622347501,バルサルタン錠２０ｍｇ「モチダ」,ht
622347601,バルサルタン錠４０ｍｇ「モチダ」,ht
622347701,バルサルタン錠８０ｍｇ「モチダ」,ht
622347801,バルサルタン錠１６０ｍｇ「モチダ」,ht
622348001,バルサルタン錠２０ｍｇ「ＪＧ」,ht
622348101,バルサルタン錠４０ｍｇ「ＪＧ」,ht
622348201,バルサルタン錠８０ｍｇ「ＪＧ」,ht
622348301,バルサルタン錠１６０ｍｇ「ＪＧ」,ht
622348401,ロサルヒド配合錠ＬＤ「ＪＧ」,ht
622348601,ロサルヒド配合錠ＬＤ「ＥＰ」,ht
622348801,バルサルタン錠２０ｍｇ「ＤＳＥＰ」,ht
622348901,バルサルタン錠４０ｍｇ「ＤＳＥＰ」,ht
622349001,バルサルタン錠８０ｍｇ「ＤＳＥＰ」,ht
622349101,バルサルタン錠１６０ｍｇ「ＤＳＥＰ」,ht
622349301,ロサルヒド配合錠ＬＤ「ＥＥ」,ht
622349801,バルサルタン錠２０ｍｇ「ＥＥ」,ht
622349901,バルサルタン錠４０ｍｇ「ＥＥ」,ht
622350001,バルサルタン錠８０ｍｇ「ＥＥ」,ht
622350101,バルサルタン錠１６０ｍｇ「ＥＥ」,ht
622351501,バルサルタン錠２０ｍｇ「サノフィ」,ht
622351601,バルサルタン錠４０ｍｇ「サノフィ」,ht
622351701,バルサルタン錠８０ｍｇ「サノフィ」,ht
622351801,バルサルタン錠１６０ｍｇ「サノフィ」,ht
622351901,バルサルタン錠２０ｍｇ「サンド」,ht
622352401,ロサルヒド配合錠ＬＤ「アメル」,ht
622352501,バルサルタン錠２０ｍｇ「アメル」,ht
622352601,バルサルタン錠４０ｍｇ「アメル」,ht
622352701,バルサルタン錠８０ｍｇ「アメル」,ht
622352801,バルサルタン錠１６０ｍｇ「アメル」,ht
622353201,バルサルタン錠２０ｍｇ「ＴＣＫ」,ht
622353301,バルサルタン錠４０ｍｇ「ＴＣＫ」,ht
622353401,バルサルタン錠２０ｍｇ「ケミファ」,ht
622353501,バルサルタン錠４０ｍｇ「ケミファ」,ht
622353601,バルサルタン錠８０ｍｇ「ケミファ」,ht
622353701,バルサルタン錠１６０ｍｇ「ケミファ」,ht
622353801,ロサルヒド配合錠ＬＤ「ケミファ」,ht
622353901,バルサルタン錠２０ｍｇ「ツルハラ」,ht
622354001,バルサルタン錠４０ｍｇ「ツルハラ」,ht
622354101,バルサルタン錠８０ｍｇ「ツルハラ」,ht
622354201,バルサルタン錠１６０ｍｇ「ツルハラ」,ht
622354501,ロサルヒド配合錠ＬＤ「ツルハラ」,ht
622355001,バルサルタン錠４０ｍｇ「サンド」,ht
622355101,バルサルタン錠８０ｍｇ「サンド」,ht
622355201,バルサルタン錠１６０ｍｇ「サンド」,ht
622355301,ロサルヒド配合錠ＬＤ「サンド」,ht
622355501,カルベジロール錠１．２５ｍｇ「サワイ」,ht
622355601,カルベジロール錠２．５ｍｇ「サワイ」,ht
622355701,バルサルタン錠２０ｍｇ「サワイ」,ht
622355801,バルサルタン錠４０ｍｇ「サワイ」,ht
622355901,バルサルタン錠８０ｍｇ「サワイ」,ht
622356001,バルサルタン錠１６０ｍｇ「サワイ」,ht
622356101,ロサルヒド配合錠ＬＤ「サワイ」,ht
622356701,バルサルタン錠８０ｍｇ「ＴＣＫ」,ht
622356801,バルサルタン錠１６０ｍｇ「ＴＣＫ」,ht
622356901,ロサルヒド配合錠ＬＤ「ＴＣＫ」,ht
622357001,ロサルヒド配合錠ＬＤ「三和」,ht
622357101,バルサルタン錠２０ｍｇ「ニプロ」,ht
622357201,バルサルタン錠４０ｍｇ「ニプロ」,ht
622357301,バルサルタン錠８０ｍｇ「ニプロ」,ht
622357401,バルサルタン錠１６０ｍｇ「ニプロ」,ht
622357501,ロサルヒド配合錠ＬＤ「ニプロ」,ht
622357801,カンデサルタン錠２ｍｇ「あすか」,ht
622357901,カンデサルタン錠４ｍｇ「あすか」,ht
622358001,カンデサルタン錠８ｍｇ「あすか」,ht
622358101,カンデサルタン錠１２ｍｇ「あすか」,ht
622358601,ロサルヒド配合錠ＬＤ「科研」,ht
622358701,バルサルタン錠２０ｍｇ「科研」,ht
622358801,バルサルタン錠４０ｍｇ「科研」,ht
622358901,バルサルタン錠８０ｍｇ「科研」,ht
622359001,バルサルタン錠１６０ｍｇ「科研」,ht
622359401,バルサルタン錠２０ｍｇ「日医工」,ht
622359501,バルサルタン錠４０ｍｇ「日医工」,ht
622359601,バルサルタン錠８０ｍｇ「日医工」,ht
622359701,バルサルタン錠１６０ｍｇ「日医工」,ht
622359801,ロサルヒド配合錠ＬＤ「日医工」,ht
622361501,バルサルタン錠２０ｍｇ「イセイ」,ht
622361601,バルサルタン錠２０ｍｇ「ＳＮ」,ht
622361701,バルサルタン錠２０ｍｇ「ＤＫ」,ht
622361801,バルサルタン錠４０ｍｇ「イセイ」,ht
622361901,バルサルタン錠４０ｍｇ「ＳＮ」,ht
622362001,バルサルタン錠４０ｍｇ「ＤＫ」,ht
622362101,バルサルタン錠８０ｍｇ「イセイ」,ht
622362201,バルサルタン錠８０ｍｇ「ＳＮ」,ht
622362301,バルサルタン錠８０ｍｇ「ＤＫ」,ht
622362401,バルサルタン錠１６０ｍｇ「イセイ」,ht
622362501,バルサルタン錠１６０ｍｇ「ＳＮ」,ht
622362601,バルサルタン錠１６０ｍｇ「ＤＫ」,ht
622362801,ロサルヒド配合錠ＬＤ「ＳＮ」,ht
622362901,ロサルヒド配合錠ＬＤ「ＫＯ」,ht
622363001,ロサルヒド配合錠ＬＤ「ＤＫ」,ht
622365401,カンデサルタン錠２ｍｇ「杏林」,ht
622365501,カンデサルタン錠４ｍｇ「杏林」,ht
622365601,カンデサルタン錠８ｍｇ「杏林」,ht
622365701,カンデサルタン錠１２ｍｇ「杏林」,ht
622367401,カンデサルタン錠２ｍｇ「ＹＤ」,ht
622367501,カンデサルタン錠４ｍｇ「ＹＤ」,ht
622367601,カンデサルタン錠８ｍｇ「ＹＤ」,ht
622367701,カンデサルタン錠１２ｍｇ「ＹＤ」,ht
622368401,カンデサルタン錠２ｍｇ「モチダ」,ht
622368501,カンデサルタン錠４ｍｇ「モチダ」,ht
622368601,カンデサルタン錠８ｍｇ「モチダ」,ht
622368701,カンデサルタン錠１２ｍｇ「モチダ」,ht
622369201,カンデサルタン錠２ｍｇ「明治」,ht
622369301,カンデサルタン錠４ｍｇ「明治」,ht
622369401,カンデサルタン錠８ｍｇ「明治」,ht
622369501,カンデサルタン錠１２ｍｇ「明治」,ht
622369601,カンデサルタン錠２ｍｇ「ＪＧ」,ht
622369701,カンデサルタン錠４ｍｇ「ＪＧ」,ht
622369801,カンデサルタン錠８ｍｇ「ＪＧ」,ht
622369901,カンデサルタン錠１２ｍｇ「ＪＧ」,ht
622370401,カンデサルタン錠２ｍｇ「ゼリア」,ht
622370501,カンデサルタン錠４ｍｇ「ゼリア」,ht
622370601,カンデサルタン錠８ｍｇ「ゼリア」,ht
622370701,カンデサルタン錠１２ｍｇ「ゼリア」,ht
622371301,カンデサルタン錠２ｍｇ「ＤＳＥＰ」,ht
622371401,カンデサルタン錠４ｍｇ「ＤＳＥＰ」,ht
622371501,カンデサルタン錠８ｍｇ「ＤＳＥＰ」,ht
622371601,カンデサルタン錠１２ｍｇ「ＤＳＥＰ」,ht
622372001,カンデサルタン錠２ｍｇ「トーワ」,ht
622372101,カンデサルタン錠４ｍｇ「トーワ」,ht
622372201,カンデサルタン錠８ｍｇ「トーワ」,ht
622372301,カンデサルタン錠１２ｍｇ「トーワ」,ht
622373401,カンデサルタン錠２ｍｇ「ＦＦＰ」,ht
622373501,カンデサルタン錠４ｍｇ「ＦＦＰ」,ht
622373601,カンデサルタン錠８ｍｇ「ＦＦＰ」,ht
622373701,カンデサルタン錠１２ｍｇ「ＦＦＰ」,ht
622376501,カンデサルタン錠２ｍｇ「ＺＥ」,ht
622376601,カンデサルタン錠４ｍｇ「ＺＥ」,ht
622376701,カンデサルタン錠８ｍｇ「ＺＥ」,ht
622376801,カンデサルタン錠１２ｍｇ「ＺＥ」,ht
622377001,カンデサルタン錠２ｍｇ「ＢＭＤ」,ht
622377101,カンデサルタン錠４ｍｇ「ＢＭＤ」,ht
622377201,カンデサルタン錠８ｍｇ「ＢＭＤ」,ht
622377301,カンデサルタン錠１２ｍｇ「ＢＭＤ」,ht
622377401,カンデサルタン錠２ｍｇ「ＫＯＧ」,ht
622377501,カンデサルタン錠４ｍｇ「ＫＯＧ」,ht
622377601,カンデサルタン錠８ｍｇ「ＫＯＧ」,ht
622377701,カンデサルタン錠１２ｍｇ「ＫＯＧ」,ht
622378401,カンデサルタン錠２ｍｇ「日新」,ht
622378501,カンデサルタン錠４ｍｇ「日新」,ht
622378601,カンデサルタン錠８ｍｇ「日新」,ht
622378701,カンデサルタン錠１２ｍｇ「日新」,ht
622379601,カンデサルタン錠２ｍｇ「タナベ」,ht
622379701,カンデサルタン錠４ｍｇ「タナベ」,ht
622379801,カンデサルタン錠８ｍｇ「タナベ」,ht
622379901,カンデサルタン錠１２ｍｇ「タナベ」,ht
622380501,カンデサルタン錠２ｍｇ「オーハラ」,ht
622380601,カンデサルタン錠４ｍｇ「オーハラ」,ht
622380701,カンデサルタン錠８ｍｇ「オーハラ」,ht
622380801,カンデサルタン錠１２ｍｇ「オーハラ」,ht
622380901,カルベジロール錠１０ｍｇ「ＪＧ」,ht
622381001,カルベジロール錠２０ｍｇ「ＪＧ」,ht
622381501,カンデサルタン錠２ｍｇ「ファイザー」,ht
622381601,カンデサルタン錠４ｍｇ「ファイザー」,ht
622381701,カンデサルタン錠８ｍｇ「ファイザー」,ht
622381801,カンデサルタン錠１２ｍｇ「ファイザー」,ht
622382201,カンデサルタン錠２ｍｇ「ケミファ」,ht
622382301,カンデサルタン錠４ｍｇ「ケミファ」,ht
622382401,カンデサルタン錠８ｍｇ「ケミファ」,ht
622382501,カンデサルタン錠１２ｍｇ「ケミファ」,ht
622382601,カンデサルタン錠２ｍｇ「サンド」,ht
622382701,カンデサルタン錠４ｍｇ「サンド」,ht
622382801,カンデサルタン錠８ｍｇ「サンド」,ht
622382901,カンデサルタン錠１２ｍｇ「サンド」,ht
622383701,カンデサルタン錠２ｍｇ「サノフィ」,ht
622383801,カンデサルタン錠４ｍｇ「サノフィ」,ht
622383901,カンデサルタン錠８ｍｇ「サノフィ」,ht
622384001,カンデサルタン錠１２ｍｇ「サノフィ」,ht
622385001,カンデサルタン錠２ｍｇ「テバ」,ht
622385101,カンデサルタン錠４ｍｇ「テバ」,ht
622385201,カンデサルタン錠２ｍｇ「ＤＫ」,ht
622385301,カンデサルタン錠４ｍｇ「ＤＫ」,ht
622385401,カンデサルタン錠８ｍｇ「ＤＫ」,ht
622385501,カンデサルタン錠１２ｍｇ「ＤＫ」,ht
622385601,カンデサルタン錠２ｍｇ「日医工」,ht
622386001,カンデサルタン錠４ｍｇ「日医工」,ht
622386401,カンデサルタン錠２ｍｇ「ＴＣＫ」,ht
622386501,カンデサルタン錠４ｍｇ「ＴＣＫ」,ht
622386601,カンデサルタン錠８ｍｇ「ＴＣＫ」,ht
622386701,カンデサルタン錠１２ｍｇ「ＴＣＫ」,ht
622387101,カンデサルタン錠８ｍｇ「日医工」,ht
622387201,カンデサルタン錠１２ｍｇ「日医工」,ht
622388301,エナラプリルマレイン酸塩錠２．５ｍｇ「ＮｉｋＰ」,ht
622388401,エナラプリルマレイン酸塩錠５ｍｇ「ＮｉｋＰ」,ht
622389301,エナラプリルマレイン酸塩錠１０ｍｇ「ＮｉｋＰ」,ht
622390201,カンデサルタンＯＤ錠２ｍｇ「サワイ」,ht
622390301,カンデサルタンＯＤ錠４ｍｇ「サワイ」,ht
622390401,カンデサルタンＯＤ錠８ｍｇ「サワイ」,ht
622390501,カンデサルタンＯＤ錠１２ｍｇ「サワイ」,ht
622390601,カンデサルタン錠２ｍｇ「サワイ」,ht
622390701,カンデサルタン錠４ｍｇ「サワイ」,ht
622390801,カンデサルタン錠８ｍｇ「サワイ」,ht
622390901,カンデサルタン錠１２ｍｇ「サワイ」,ht
622391301,カンデサルタン錠２ｍｇ「ニプロ」,ht
622391401,カンデサルタン錠４ｍｇ「ニプロ」,ht
622391501,カンデサルタン錠８ｍｇ「ニプロ」,ht
622391601,カンデサルタン錠１２ｍｇ「ニプロ」,ht
622392601,カンデサルタン錠２ｍｇ「三和」,ht
622392701,カンデサルタン錠４ｍｇ「三和」,ht
622392801,カンデサルタン錠８ｍｇ「三和」,ht
622392901,カンデサルタン錠１２ｍｇ「三和」,ht
622393401,カンデサルタン錠２ｍｇ「ツルハラ」,ht
622393501,カンデサルタン錠４ｍｇ「ツルハラ」,ht
622393601,カンデサルタン錠８ｍｇ「ツルハラ」,ht
622393701,カンデサルタン錠１２ｍｇ「ツルハラ」,ht
622394201,カンデサルタン錠８ｍｇ「テバ」,ht
622394301,カンデサルタン錠１２ｍｇ「テバ」,ht
622395401,カンデサルタン錠２ｍｇ「アメル」,ht
622395501,カンデサルタン錠４ｍｇ「アメル」,ht
622395601,カンデサルタン錠８ｍｇ「アメル」,ht
622395701,カンデサルタン錠１２ｍｇ「アメル」,ht
622396101,カンデサルタン錠２ｍｇ「科研」,ht
622396201,カンデサルタン錠４ｍｇ「科研」,ht
622396301,カンデサルタン錠８ｍｇ「科研」,ht
622396401,カンデサルタン錠１２ｍｇ「科研」,ht
622397701,カンデサルタンＯＤ錠２ｍｇ「ＥＥ」,ht
622397801,カンデサルタンＯＤ錠２ｍｇ「ＫＮ」,ht
622397901,カンデサルタンＯＤ錠４ｍｇ「ＥＥ」,ht
622398001,カンデサルタンＯＤ錠４ｍｇ「ＫＮ」,ht
622398101,カンデサルタンＯＤ錠８ｍｇ「ＥＥ」,ht
622398201,カンデサルタンＯＤ錠８ｍｇ「ＫＮ」,ht
622398301,カンデサルタンＯＤ錠１２ｍｇ「ＥＥ」,ht
622398401,カンデサルタンＯＤ錠１２ｍｇ「ＫＮ」,ht
622398501,カンデサルタン錠２ｍｇ「ＥＥ」,ht
622398601,カンデサルタン錠２ｍｇ「イセイ」,ht
622398701,カンデサルタン錠２ｍｇ「ＫＮ」,ht
622398801,カンデサルタン錠２ｍｇ「ＫＯ」,ht
622398901,カンデサルタン錠４ｍｇ「ＥＥ」,ht
622399001,カンデサルタン錠４ｍｇ「イセイ」,ht
622399101,カンデサルタン錠４ｍｇ「ＫＮ」,ht
622399201,カンデサルタン錠４ｍｇ「ＫＯ」,ht
622399301,カンデサルタン錠８ｍｇ「ＥＥ」,ht
622399401,カンデサルタン錠８ｍｇ「イセイ」,ht
622399501,カンデサルタン錠８ｍｇ「ＫＮ」,ht
622399601,カンデサルタン錠８ｍｇ「ＫＯ」,ht
622399701,カンデサルタン錠１２ｍｇ「ＥＥ」,ht
622399801,カンデサルタン錠１２ｍｇ「イセイ」,ht
622399901,カンデサルタン錠１２ｍｇ「ＫＮ」,ht
622400001,カンデサルタン錠１２ｍｇ「ＫＯ」,ht
622412101,カンデサルタンＯＤ錠２ｍｇ「トーワ」,ht
622412201,カンデサルタンＯＤ錠４ｍｇ「トーワ」,ht
622412301,カンデサルタンＯＤ錠８ｍｇ「トーワ」,ht
622412401,カンデサルタンＯＤ錠１２ｍｇ「トーワ」,ht
622422901,エックスフォージ配合ＯＤ錠,ht
622443001,ロサルヒド配合錠ＨＤ「杏林」,ht
622443101,アムバロ配合錠「杏林」,ht
622443501,アムバロ配合錠「ＹＤ」,ht
622443901,アムバロ配合錠「オーハラ」,ht
622444401,ロサルヒド配合錠ＨＤ「ＫＮ」,ht
622444501,アムバロ配合錠「ＫＮ」,ht
622445301,アムバロ配合錠「ケミファ」,ht
622446601,アムバロ配合錠「タナベ」,ht
622448001,アムバロ配合錠「トーワ」,ht
622451101,アムバロ配合錠「ニットー」,ht
622451501,アムバロ配合錠「ＴＣＫ」,ht
622451801,バルサルタンＯＤ錠２０ｍｇ「ＴＣＫ」,ht
622451901,バルサルタンＯＤ錠４０ｍｇ「ＴＣＫ」,ht
622452001,バルサルタンＯＤ錠８０ｍｇ「ＴＣＫ」,ht
622452101,バルサルタンＯＤ錠１６０ｍｇ「ＴＣＫ」,ht
622452801,オルメテックＯＤ錠１０ｍｇ,ht
622452901,オルメテックＯＤ錠２０ｍｇ,ht
622453401,アムバロ配合錠「ＤＳＥＰ」,ht
622454201,オルメテックＯＤ錠４０ｍｇ,ht
622454301,アムバロ配合錠「ＪＧ」,ht
622454801,ロサルヒド配合錠ＨＤ「ＪＧ」,ht
622455101,アムバロ配合錠「ＦＦＰ」,ht
622455501,アムバロ配合錠「ファイザー」,ht
622456301,アムバロ配合錠「日新」,ht
622456501,バルサルタンＯＤ錠２０ｍｇ「ファイザー」,ht
622456601,バルサルタンＯＤ錠４０ｍｇ「ファイザー」,ht
622456701,バルサルタンＯＤ錠８０ｍｇ「ファイザー」,ht
622456801,バルサルタンＯＤ錠１６０ｍｇ「ファイザー」,ht
622457301,アムバロ配合錠「サワイ」,ht
622458401,アムバロ配合錠「テバ」,ht
622459101,ロサルヒド配合錠ＨＤ「テバ」,ht
622459201,カンデサルタンＯＤ錠２ｍｇ「明治」,ht
622459301,カンデサルタンＯＤ錠４ｍｇ「明治」,ht
622459401,カンデサルタンＯＤ錠８ｍｇ「明治」,ht
622459501,カンデサルタンＯＤ錠１２ｍｇ「明治」,ht
622460101,アムバロ配合錠「サンド」,ht
622460201,カムシア配合錠ＬＤ「サンド」,ht
622460301,カムシア配合錠ＨＤ「サンド」,ht
622463101,アムバロ配合錠「ＥＥ」,ht
622463201,ロサルヒド配合錠ＨＤ「ＥＥ」,ht
622463801,アムバロ配合錠「アメル」,ht
622464201,ロサルヒド配合錠ＨＤ「三和」,ht
622464301,アムバロ配合錠「ＳＮ」,ht
622465201,アムバロ配合錠「日医工」,ht
622465701,バルサルタンＯＤ錠２０ｍｇ「日医工」,ht
622465801,バルサルタンＯＤ錠４０ｍｇ「日医工」,ht
622465901,バルサルタンＯＤ錠８０ｍｇ「日医工」,ht
622466001,バルサルタンＯＤ錠１６０ｍｇ「日医工」,ht
622467301,カムシア配合錠ＬＤ「あすか」,ht
622467401,カムシア配合錠ＨＤ「あすか」,ht
622468201,アムバロ配合錠「イセイ」,ht
622468301,アムバロ配合錠「科研」,ht
622468401,アムバロ配合錠「ニプロ」,ht
622468801,カムシア配合錠ＨＤ「ニプロ」,ht
622468901,カムシア配合錠ＬＤ「ニプロ」,ht
622469401,バルサルタンＯＤ錠２０ｍｇ「科研」,ht
622469501,バルサルタンＯＤ錠４０ｍｇ「科研」,ht
622469601,バルサルタンＯＤ錠８０ｍｇ「科研」,ht
622469701,バルサルタンＯＤ錠１６０ｍｇ「科研」,ht
622472701,ロサルヒド配合錠ＨＤ「ＹＤ」,ht
622473900,ロサルタンカリウム２５ｍｇ錠,ht
622474000,ロサルタンカリウム５０ｍｇ錠,ht
622474100,カンデサルタンシレキセチル２ｍｇ錠（１）,ht
622474200,カンデサルタンシレキセチル４ｍｇ錠（１）,ht
622474300,カンデサルタンシレキセチル８ｍｇ錠（１）,ht
622474400,カンデサルタンシレキセチル１２ｍｇ錠,ht
622474500,カンデサルタンシレキセチル２ｍｇ錠（２）,ht
622474600,バルサルタン２０ｍｇ錠,ht
622474700,バルサルタン４０ｍｇ錠（１）,ht
622474800,バルサルタン８０ｍｇ錠（１）,ht
622474900,バルサルタン１６０ｍｇ錠（１）,ht
622479201,カルベジロール錠１．２５ｍｇ「トーワ」,ht
622479301,カルベジロール錠２．５ｍｇ「トーワ」,ht
622479801,ロサルヒド配合錠ＨＤ「トーワ」,ht
622480901,ロサルヒド配合錠ＨＤ「ＥＰ」,ht
622481001,アムバロ配合ＯＤ錠「ＴＣＫ」,ht
622481401,カルベジロール錠１．２５ｍｇ「ＴＣＫ」,ht
622481501,カルベジロール錠２．５ｍｇ「ＴＣＫ」,ht
622481801,ロサルヒド配合錠ＨＤ「ＴＣＫ」,ht
622482101,ロサルヒド配合錠ＨＤ「ケミファ」,ht
622483301,ロサルヒド配合錠ＨＤ「モチダ」,ht
622486501,ロサルヒド配合錠ＨＤ「ＦＦＰ」,ht
622486601,シルニジピン錠２０ｍｇ「ＦＦＰ」,ht
622489102,ロサルヒド配合錠ＨＤ「ＮＰＩ」,ht
622490001,ロサルヒド配合錠ＨＤ「ＫＯ」,ht
622490801,カルベジロール錠１．２５ｍｇ「ＪＧ」,ht
622490901,カルベジロール錠２．５ｍｇ「ＪＧ」,ht
622491201,シルニジピン錠２０ｍｇ「ＪＧ」,ht
622493201,ロサルヒド配合錠ＨＤ「日新」,ht
622493501,アムバロ配合ＯＤ錠「ファイザー」,ht
622494301,カルベジロール錠１．２５ｍｇ「ファイザー」,ht
622494401,カルベジロール錠２．５ｍｇ「ファイザー」,ht
622494601,ロサルヒド配合錠ＨＤ「ＤＫ」,ht
622495601,カデチア配合錠ＬＤ「テバ」,ht
622495701,カデチア配合錠ＨＤ「テバ」,ht
622495801,バルヒディオ配合錠ＭＤ「テバ」,ht
622495901,バルヒディオ配合錠ＥＸ「テバ」,ht
622496101,カルベジロール錠１．２５ｍｇ「テバ」,ht
622496201,カルベジロール錠２．５ｍｇ「テバ」,ht
622496301,シルニジピン錠２０ｍｇ「テバ」,ht
622496501,ロサルヒド配合錠ＨＤ「サンド」,ht
622496601,バルヒディオ配合錠ＭＤ「サンド」,ht
622496701,バルヒディオ配合錠ＥＸ「サンド」,ht
622499901,ロサルヒド配合錠ＨＤ「アメル」,ht
622500301,カルベジロール錠１．２５ｍｇ「アメル」,ht
622500401,カルベジロール錠２．５ｍｇ「アメル」,ht
622501601,ロサルヒド配合錠ＨＤ「日医工」,ht
622501701,アムバロ配合ＯＤ錠「日医工」,ht
622502801,ロサルヒド配合錠ＨＤ「明治」,ht
622504201,カルベジロール錠１．２５ｍｇ「タナベ」,ht
622504301,カルベジロール錠２．５ｍｇ「タナベ」,ht
622504501,ロサルヒド配合錠ＨＤ「タナベ」,ht
622504601,ロサルヒド配合錠ＨＤ「ＳＮ」,ht
622504901,ロサルヒド配合錠ＨＤ「ツルハラ」,ht
622505801,ロサルヒド配合錠ＨＤ「科研」,ht
622506001,シルニジピン錠２０ｍｇ「ＡＦＰ」,ht
622506801,カデチア配合錠ＨＤ「あすか」,ht
622506901,カデチア配合錠ＬＤ「あすか」,ht
622507201,ロサルヒド配合錠ＨＤ「ニプロ」,ht
622511501,ロサルヒド配合錠ＨＤ「タカタ」,ht
622512601,ロサルヒド配合錠ＨＤ「ファイザー」,ht
622513501,バルヒディオ配合錠ＥＸ「トーワ」,ht
622513601,バルヒディオ配合錠ＭＤ「トーワ」,ht
622515001,バルヒディオ配合錠ＭＤ「ＴＣＫ」,ht
622515101,バルヒディオ配合錠ＥＸ「ＴＣＫ」,ht
622516502,ミカトリオ配合錠,ht
622519601,カムシア配合錠ＬＤ「日新」,ht
622519701,カムシア配合錠ＨＤ「日新」,ht
622519901,シルニジピン錠２０ｍｇ「サワイ」,ht
622520001,バルヒディオ配合錠ＥＸ「サワイ」,ht
622520101,バルヒディオ配合錠ＭＤ「サワイ」,ht
622520501,ロサルヒド配合錠ＨＤ「サワイ」,ht
622524101,カムシア配合錠ＬＤ「武田テバ」,ht
622524201,カムシア配合錠ＨＤ「武田テバ」,ht
622524301,バルヒディオ配合錠ＭＤ「ＪＧ」,ht
622524401,バルヒディオ配合錠ＥＸ「ＪＧ」,ht
622527001,バルヒディオ配合錠ＥＸ「ツルハラ」,ht
622527101,バルヒディオ配合錠ＭＤ「ツルハラ」,ht
622527201,バルヒディオ配合錠ＭＤ「タナベ」,ht
622527301,バルヒディオ配合錠ＥＸ「タナベ」,ht
622529101,バルヒディオ配合錠ＭＤ「日医工」,ht
622529201,バルヒディオ配合錠ＥＸ「日医工」,ht
622535101,テラムロ配合錠ＡＰ「ＤＳＥＰ」,ht
622535201,テラムロ配合錠ＢＰ「ＤＳＥＰ」,ht
622535301,テルチア配合錠ＡＰ「ＤＳＥＰ」,ht
622535401,テルチア配合錠ＢＰ「ＤＳＥＰ」,ht
622535501,テルミサルタン錠２０ｍｇ「ＤＳＥＰ」,ht
622535601,テルミサルタン錠４０ｍｇ「ＤＳＥＰ」,ht
622535701,テルミサルタン錠８０ｍｇ「ＤＳＥＰ」,ht
622536101,テルミサルタン錠２０ｍｇ「ケミファ」,ht
622536201,テルミサルタン錠４０ｍｇ「ケミファ」,ht
622536301,テルミサルタン錠８０ｍｇ「ケミファ」,ht
622537001,テルミサルタン錠２０ｍｇ「杏林」,ht
622537101,テルミサルタン錠４０ｍｇ「杏林」,ht
622537201,テルミサルタン錠８０ｍｇ「杏林」,ht
622540001,オルメテックＯＤ錠５ｍｇ,ht
622540501,テルミサルタン錠２０ｍｇ「ＮＰＩ」,ht
622540601,テルミサルタン錠４０ｍｇ「ＮＰＩ」,ht
622540701,テルミサルタン錠８０ｍｇ「ＮＰＩ」,ht
622540901,テルミサルタン錠２０ｍｇ「ＴＣＫ」,ht
622541001,テルミサルタン錠４０ｍｇ「ＴＣＫ」,ht
